Origin ZIP,Origin Neighborhood,Destination ZIP,Destination Neighborhood,Mode,Distance (mi),Duration (min)
11219,Borough Park,11238,"Prospect Heights, Clinton Hill",driving,5.0,28
11219,Borough Park,11238,"Prospect Heights, Clinton Hill",bicycling,5.1,29
11219,Borough Park,11239,Starrett City,driving,15.0,32
11219,Borough Park,11239,Starrett City,bicycling,9.5,53
11220,"Sunset Park, Greenwood",11201,"Brooklyn Heights, DUMBO",driving,9.5,23
11220,"Sunset Park, Greenwood",11201,"Brooklyn Heights, DUMBO",bicycling,5.2,28
11220,"Sunset Park, Greenwood",11203,"East Flatbush, Erasmus",driving,7.3,29
11220,"Sunset Park, Greenwood",11203,"East Flatbush, Erasmus",bicycling,5.7,34
11220,"Sunset Park, Greenwood",11204,"Bensonhurst, Mapleton",driving,2.1,13
11220,"Sunset Park, Greenwood",11204,"Bensonhurst, Mapleton",bicycling,2.3,14
11220,"Sunset Park, Greenwood",11205,"Fort Greene, Clinton Hill",driving,8.1,26
11220,"Sunset Park, Greenwood",11205,"Fort Greene, Clinton Hill",bicycling,5.8,31
11220,"Sunset Park, Greenwood",11206,"Williamsburg, Bushwick",driving,9.9,31
11220,"Sunset Park, Greenwood",11206,"Williamsburg, Bushwick",bicycling,7.2,40
11220,"Sunset Park, Greenwood",11207,"East New York, Cypress Hills",driving,17.5,34
11220,"Sunset Park, Greenwood",11207,"East New York, Cypress Hills",bicycling,8.5,46
11220,"Sunset Park, Greenwood",11208,"Cypress Hills, East New York",driving,18.5,34
11220,"Sunset Park, Greenwood",11208,"Cypress Hills, East New York",bicycling,9.2,50
11220,"Sunset Park, Greenwood",11209,Bay Ridge,driving,2.2,10
11220,"Sunset Park, Greenwood",11209,Bay Ridge,bicycling,2.3,13
11220,"Sunset Park, Greenwood",11210,"Flatbush, Midwood",driving,7.6,27
11220,"Sunset Park, Greenwood",11210,"Flatbush, Midwood",bicycling,5.0,29
11220,"Sunset Park, Greenwood",11211,Williamsburg,driving,8.4,22
11220,"Sunset Park, Greenwood",11211,Williamsburg,bicycling,6.9,39
11220,"Sunset Park, Greenwood",11212,Brownsville,driving,9.1,35
11220,"Sunset Park, Greenwood",11212,Brownsville,bicycling,7.1,40
11220,"Sunset Park, Greenwood",11213,Crown Heights,driving,7.8,28
11220,"Sunset Park, Greenwood",11213,Crown Heights,bicycling,6.0,32
11220,"Sunset Park, Greenwood",11214,"Bensonhurst, Bath Beach",driving,3.2,15
11220,"Sunset Park, Greenwood",11214,"Bensonhurst, Bath Beach",bicycling,3.4,18
11220,"Sunset Park, Greenwood",11215,"Park Slope, Gowanus",driving,5.4,16
11220,"Sunset Park, Greenwood",11215,"Park Slope, Gowanus",bicycling,3.1,17
11220,"Sunset Park, Greenwood",11216,"Bedford-Stuyvesant, Crown Heights",driving,8.0,30
11220,"Sunset Park, Greenwood",11216,"Bedford-Stuyvesant, Crown Heights",bicycling,5.5,31
11220,"Sunset Park, Greenwood",11217,"Park Slope, Boerum Hill",driving,4.0,22
11220,"Sunset Park, Greenwood",11217,"Park Slope, Boerum Hill",bicycling,3.8,19
11220,"Sunset Park, Greenwood",11218,"Windsor Terrace, Kensington",driving,4.6,11
11220,"Sunset Park, Greenwood",11218,"Windsor Terrace, Kensington",bicycling,2.7,15
11220,"Sunset Park, Greenwood",11219,Borough Park,driving,1.4,10
11220,"Sunset Park, Greenwood",11219,Borough Park,bicycling,1.4,8
11220,"Sunset Park, Greenwood",11221,"Bedford-Stuyvesant, Bushwick",driving,10.0,39
11220,"Sunset Park, Greenwood",11221,"Bedford-Stuyvesant, Bushwick",bicycling,6.7,37
11220,"Sunset Park, Greenwood",11222,Greenpoint,driving,10.3,29
11220,"Sunset Park, Greenwood",11222,Greenpoint,bicycling,8.5,47
11220,"Sunset Park, Greenwood",11223,"Gravesend, Homecrest",driving,4.0,21
11220,"Sunset Park, Greenwood",11223,"Gravesend, Homecrest",bicycling,3.7,23
11220,"Sunset Park, Greenwood",11224,Coney Island,driving,7.7,17
11220,"Sunset Park, Greenwood",11224,Coney Island,bicycling,6.8,37
11220,"Sunset Park, Greenwood",11225,"Prospect Lefferts Gardens, Wingate",driving,6.7,25
11220,"Sunset Park, Greenwood",11225,"Prospect Lefferts Gardens, Wingate",bicycling,5.1,27
11220,"Sunset Park, Greenwood",11226,Flatbush,driving,6.5,22
11220,"Sunset Park, Greenwood",11226,Flatbush,bicycling,4.4,26
11220,"Sunset Park, Greenwood",11228,Dyker Heights,driving,2.1,8
11220,"Sunset Park, Greenwood",11228,Dyker Heights,bicycling,2.7,15
11220,"Sunset Park, Greenwood",11229,"Sheepshead Bay, Madison",driving,10.4,24
11220,"Sunset Park, Greenwood",11229,"Sheepshead Bay, Madison",bicycling,5.7,34
11220,"Sunset Park, Greenwood",11230,Midwood,driving,3.4,22
11220,"Sunset Park, Greenwood",11230,Midwood,bicycling,4.3,25
11220,"Sunset Park, Greenwood",11231,"Carroll Gardens, Red Hook",driving,4.8,13
11220,"Sunset Park, Greenwood",11231,"Carroll Gardens, Red Hook",bicycling,4.2,22
11220,"Sunset Park, Greenwood",11232,"Sunset Park, Industry City",driving,1.6,9
11220,"Sunset Park, Greenwood",11232,"Sunset Park, Industry City",bicycling,1.8,10
11220,"Sunset Park, Greenwood",11233,"Bedford-Stuyvesant, Ocean Hill",driving,9.2,37
11220,"Sunset Park, Greenwood",11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,7.0,38
11220,"Sunset Park, Greenwood",11234,"Marine Park, Mill Basin",driving,17.3,26
11220,"Sunset Park, Greenwood",11234,"Marine Park, Mill Basin",bicycling,9.7,55
11220,"Sunset Park, Greenwood",11235,"Brighton Beach, Manhattan Beach",driving,10.4,19
11220,"Sunset Park, Greenwood",11235,"Brighton Beach, Manhattan Beach",bicycling,6.9,41
11220,"Sunset Park, Greenwood",11236,"Canarsie, Bergen Beach",driving,15.4,25
11220,"Sunset Park, Greenwood",11236,"Canarsie, Bergen Beach",bicycling,9.5,53
11220,"Sunset Park, Greenwood",11238,"Prospect Heights, Clinton Hill",driving,6.8,24
11220,"Sunset Park, Greenwood",11238,"Prospect Heights, Clinton Hill",bicycling,4.5,24
11220,"Sunset Park, Greenwood",11239,Starrett City,driving,17.0,27
11220,"Sunset Park, Greenwood",11239,Starrett City,bicycling,10.3,56
11221,"Bedford-Stuyvesant, Bushwick",11201,"Brooklyn Heights, DUMBO",driving,6.8,30
11221,"Bedford-Stuyvesant, Bushwick",11201,"Brooklyn Heights, DUMBO",bicycling,4.1,24
11221,"Bedford-Stuyvesant, Bushwick",11203,"East Flatbush, Erasmus",driving,3.4,19
11221,"Bedford-Stuyvesant, Bushwick",11203,"East Flatbush, Erasmus",bicycling,3.1,20
11221,"Bedford-Stuyvesant, Bushwick",11204,"Bensonhurst, Mapleton",driving,8.1,42
11221,"Bedford-Stuyvesant, Bushwick",11204,"Bensonhurst, Mapleton",bicycling,7.6,44
11221,"Bedford-Stuyvesant, Bushwick",11205,"Fort Greene, Clinton Hill",driving,2.0,12
11221,"Bedford-Stuyvesant, Bushwick",11205,"Fort Greene, Clinton Hill",bicycling,2.0,12
11221,"Bedford-Stuyvesant, Bushwick",11206,"Williamsburg, Bushwick",driving,1.4,11
11221,"Bedford-Stuyvesant, Bushwick",11206,"Williamsburg, Bushwick",bicycling,2.1,13
11221,"Bedford-Stuyvesant, Bushwick",11207,"East New York, Cypress Hills",driving,3.4,18
11221,"Bedford-Stuyvesant, Bushwick",11207,"East New York, Cypress Hills",bicycling,3.5,20
11221,"Bedford-Stuyvesant, Bushwick",11208,"Cypress Hills, East New York",driving,4.1,22
11221,"Bedford-Stuyvesant, Bushwick",11208,"Cypress Hills, East New York",bicycling,4.2,23
11221,"Bedford-Stuyvesant, Bushwick",11209,Bay Ridge,driving,11.7,41
11221,"Bedford-Stuyvesant, Bushwick",11209,Bay Ridge,bicycling,9.0,51
11221,"Bedford-Stuyvesant, Bushwick",11210,"Flatbush, Midwood",driving,5.4,29
11221,"Bedford-Stuyvesant, Bushwick",11210,"Flatbush, Midwood",bicycling,5.4,33
11221,"Bedford-Stuyvesant, Bushwick",11211,Williamsburg,driving,3.4,18
11221,"Bedford-Stuyvesant, Bushwick",11211,Williamsburg,bicycling,2.6,17
11221,"Bedford-Stuyvesant, Bushwick",11212,Brownsville,driving,2.3,15
11221,"Bedford-Stuyvesant, Bushwick",11212,Brownsville,bicycling,2.4,16
11221,"Bedford-Stuyvesant, Bushwick",11213,Crown Heights,driving,1.9,10
11221,"Bedford-Stuyvesant, Bushwick",11213,Crown Heights,bicycling,2.0,13
11221,"Bedford-Stuyvesant, Bushwick",11214,"Bensonhurst, Bath Beach",driving,15.5,45
11221,"Bedford-Stuyvesant, Bushwick",11214,"Bensonhurst, Bath Beach",bicycling,8.6,50
11221,"Bedford-Stuyvesant, Bushwick",11215,"Park Slope, Gowanus",driving,5.0,26
11221,"Bedford-Stuyvesant, Bushwick",11215,"Park Slope, Gowanus",bicycling,3.9,24
11221,"Bedford-Stuyvesant, Bushwick",11216,"Bedford-Stuyvesant, Crown Heights",driving,2.1,13
11221,"Bedford-Stuyvesant, Bushwick",11216,"Bedford-Stuyvesant, Crown Heights",bicycling,1.9,13
11221,"Bedford-Stuyvesant, Bushwick",11217,"Park Slope, Boerum Hill",driving,3.7,23
11221,"Bedford-Stuyvesant, Bushwick",11217,"Park Slope, Boerum Hill",bicycling,3.6,22
11221,"Bedford-Stuyvesant, Bushwick",11218,"Windsor Terrace, Kensington",driving,6.0,30
11221,"Bedford-Stuyvesant, Bushwick",11218,"Windsor Terrace, Kensington",bicycling,5.1,30
11221,"Bedford-Stuyvesant, Bushwick",11219,Borough Park,driving,7.1,40
11221,"Bedford-Stuyvesant, Bushwick",11219,Borough Park,bicycling,6.7,39
11221,"Bedford-Stuyvesant, Bushwick",11220,"Sunset Park, Greenwood",driving,10.1,37
11221,"Bedford-Stuyvesant, Bushwick",11220,"Sunset Park, Greenwood",bicycling,6.7,39
11221,"Bedford-Stuyvesant, Bushwick",11222,Greenpoint,driving,3.3,22
11221,"Bedford-Stuyvesant, Bushwick",11222,Greenpoint,bicycling,3.8,22
11221,"Bedford-Stuyvesant, Bushwick",11223,"Gravesend, Homecrest",driving,14.4,45
11221,"Bedford-Stuyvesant, Bushwick",11223,"Gravesend, Homecrest",bicycling,9.1,53
11221,"Bedford-Stuyvesant, Bushwick",11224,Coney Island,driving,14.5,43
11221,"Bedford-Stuyvesant, Bushwick",11224,Coney Island,bicycling,11.0,65
11221,"Bedford-Stuyvesant, Bushwick",11225,"Prospect Lefferts Gardens, Wingate",driving,3.4,20
11221,"Bedford-Stuyvesant, Bushwick",11225,"Prospect Lefferts Gardens, Wingate",bicycling,3.3,21
11221,"Bedford-Stuyvesant, Bushwick",11226,Flatbush,driving,4.4,24
11221,"Bedford-Stuyvesant, Bushwick",11226,Flatbush,bicycling,4.7,28
11221,"Bedford-Stuyvesant, Bushwick",11228,Dyker Heights,driving,11.6,39
11221,"Bedford-Stuyvesant, Bushwick",11228,Dyker Heights,bicycling,8.9,51
11221,"Bedford-Stuyvesant, Bushwick",11229,"Sheepshead Bay, Madison",driving,7.2,37
11221,"Bedford-Stuyvesant, Bushwick",11229,"Sheepshead Bay, Madison",bicycling,8.1,48
11221,"Bedford-Stuyvesant, Bushwick",11230,Midwood,driving,7.1,39
11221,"Bedford-Stuyvesant, Bushwick",11230,Midwood,bicycling,7.5,44
11221,"Bedford-Stuyvesant, Bushwick",11231,"Carroll Gardens, Red Hook",driving,6.0,34
11221,"Bedford-Stuyvesant, Bushwick",11231,"Carroll Gardens, Red Hook",bicycling,5.6,32
11221,"Bedford-Stuyvesant, Bushwick",11232,"Sunset Park, Industry City",driving,6.3,35
11221,"Bedford-Stuyvesant, Bushwick",11232,"Sunset Park, Industry City",bicycling,6.2,36
11221,"Bedford-Stuyvesant, Bushwick",11233,"Bedford-Stuyvesant, Ocean Hill",driving,1.0,6
11221,"Bedford-Stuyvesant, Bushwick",11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,1.0,6
11221,"Bedford-Stuyvesant, Bushwick",11234,"Marine Park, Mill Basin",driving,8.6,31
11221,"Bedford-Stuyvesant, Bushwick",11234,"Marine Park, Mill Basin",bicycling,8.9,49
11221,"Bedford-Stuyvesant, Bushwick",11235,"Brighton Beach, Manhattan Beach",driving,11.2,37
11221,"Bedford-Stuyvesant, Bushwick",11235,"Brighton Beach, Manhattan Beach",bicycling,9.0,54
11221,"Bedford-Stuyvesant, Bushwick",11236,"Canarsie, Bergen Beach",driving,5.1,28
11221,"Bedford-Stuyvesant, Bushwick",11236,"Canarsie, Bergen Beach",bicycling,4.8,30
11221,"Bedford-Stuyvesant, Bushwick",11238,"Prospect Heights, Clinton Hill",driving,2.7,16
11221,"Bedford-Stuyvesant, Bushwick",11238,"Prospect Heights, Clinton Hill",bicycling,2.6,16
11221,"Bedford-Stuyvesant, Bushwick",11239,Starrett City,driving,5.1,27
11221,"Bedford-Stuyvesant, Bushwick",11239,Starrett City,bicycling,5.3,30
11222,Greenpoint,11201,"Brooklyn Heights, DUMBO",driving,5.3,20
11222,Greenpoint,11201,"Brooklyn Heights, DUMBO",bicycling,4.2,24
11222,Greenpoint,11203,"East Flatbush, Erasmus",driving,6.0,36
11222,Greenpoint,11203,"East Flatbush, Erasmus",bicycling,6.2,39
11222,Greenpoint,11204,"Bensonhurst, Mapleton",driving,11.8,35
11222,Greenpoint,11204,"Bensonhurst, Mapleton",bicycling,9.9,57
11222,Greenpoint,11205,"Fort Greene, Clinton Hill",driving,2.9,13
11222,Greenpoint,11205,"Fort Greene, Clinton Hill",bicycling,3.0,18
11222,Greenpoint,11206,"Williamsburg, Bushwick",driving,1.9,13
11222,Greenpoint,11206,"Williamsburg, Bushwick",bicycling,2.0,12
11222,Greenpoint,11207,"East New York, Cypress Hills",driving,5.8,36
11222,Greenpoint,11207,"East New York, Cypress Hills",bicycling,7.2,42
11222,Greenpoint,11208,"Cypress Hills, East New York",driving,10.0,36
11222,Greenpoint,11208,"Cypress Hills, East New York",bicycling,7.3,47
11222,Greenpoint,11209,Bay Ridge,driving,11.6,31
11222,Greenpoint,11209,Bay Ridge,bicycling,10.2,59
11222,Greenpoint,11210,"Flatbush, Midwood",driving,11.6,40
11222,Greenpoint,11210,"Flatbush, Midwood",bicycling,8.5,52
11222,Greenpoint,11211,Williamsburg,driving,2.9,9
11222,Greenpoint,11211,Williamsburg,bicycling,2.1,12
11222,Greenpoint,11212,Brownsville,driving,5.2,34
11222,Greenpoint,11212,Brownsville,bicycling,6.1,38
11222,Greenpoint,11213,Crown Heights,driving,4.1,25
11222,Greenpoint,11213,Crown Heights,bicycling,4.4,29
11222,Greenpoint,11214,"Bensonhurst, Bath Beach",driving,12.6,36
11222,Greenpoint,11214,"Bensonhurst, Bath Beach",bicycling,11.0,62
11222,Greenpoint,11215,"Park Slope, Gowanus",driving,6.2,27
11222,Greenpoint,11215,"Park Slope, Gowanus",bicycling,5.7,36
11222,Greenpoint,11216,"Bedford-Stuyvesant, Crown Heights",driving,4.4,22
11222,Greenpoint,11216,"Bedford-Stuyvesant, Crown Heights",bicycling,4.0,26
11222,Greenpoint,11217,"Park Slope, Boerum Hill",driving,5.0,21
11222,Greenpoint,11217,"Park Slope, Boerum Hill",bicycling,4.8,30
11222,Greenpoint,11218,"Windsor Terrace, Kensington",driving,8.6,25
11222,Greenpoint,11218,"Windsor Terrace, Kensington",bicycling,7.4,43
11222,Greenpoint,11219,Borough Park,driving,11.5,35
11222,Greenpoint,11219,Borough Park,bicycling,9.0,52
11222,Greenpoint,11220,"Sunset Park, Greenwood",driving,10.0,27
11222,Greenpoint,11220,"Sunset Park, Greenwood",bicycling,8.6,50
11222,Greenpoint,11221,"Bedford-Stuyvesant, Bushwick",driving,3.3,22
11222,Greenpoint,11221,"Bedford-Stuyvesant, Bushwick",bicycling,4.2,25
11222,Greenpoint,11223,"Gravesend, Homecrest",driving,12.8,41
11222,Greenpoint,11223,"Gravesend, Homecrest",bicycling,11.4,65
11222,Greenpoint,11224,Coney Island,driving,16.3,36
11222,Greenpoint,11224,Coney Island,bicycling,13.3,78
11222,Greenpoint,11225,"Prospect Lefferts Gardens, Wingate",driving,5.2,27
11222,Greenpoint,11225,"Prospect Lefferts Gardens, Wingate",bicycling,5.2,33
11222,Greenpoint,11226,Flatbush,driving,6.6,35
11222,Greenpoint,11226,Flatbush,bicycling,6.6,40
11222,Greenpoint,11228,Dyker Heights,driving,11.5,29
11222,Greenpoint,11228,Dyker Heights,bicycling,11.2,64
11222,Greenpoint,11229,"Sheepshead Bay, Madison",driving,19.0,43
11222,Greenpoint,11229,"Sheepshead Bay, Madison",bicycling,10.0,60
11222,Greenpoint,11230,Midwood,driving,11.2,34
11222,Greenpoint,11230,Midwood,bicycling,9.8,57
11222,Greenpoint,11231,"Carroll Gardens, Red Hook",driving,7.0,24
11222,Greenpoint,11231,"Carroll Gardens, Red Hook",bicycling,7.0,36
11222,Greenpoint,11232,"Sunset Park, Industry City",driving,8.0,26
11222,Greenpoint,11232,"Sunset Park, Industry City",bicycling,7.4,44
11222,Greenpoint,11233,"Bedford-Stuyvesant, Ocean Hill",driving,4.0,26
11222,Greenpoint,11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,4.9,30
11222,Greenpoint,11234,"Marine Park, Mill Basin",driving,20.5,39
11222,Greenpoint,11234,"Marine Park, Mill Basin",bicycling,12.7,72
11222,Greenpoint,11235,"Brighton Beach, Manhattan Beach",driving,19.0,38
11222,Greenpoint,11235,"Brighton Beach, Manhattan Beach",bicycling,10.9,66
11222,Greenpoint,11236,"Canarsie, Bergen Beach",driving,18.7,40
11222,Greenpoint,11236,"Canarsie, Bergen Beach",bicycling,8.6,52
11222,Greenpoint,11238,"Prospect Heights, Clinton Hill",driving,4.2,19
11222,Greenpoint,11238,"Prospect Heights, Clinton Hill",bicycling,4.4,28
11222,Greenpoint,11239,Starrett City,driving,16.6,37
11222,Greenpoint,11239,Starrett City,bicycling,9.0,52
11223,"Gravesend, Homecrest",11201,"Brooklyn Heights, DUMBO",driving,12.0,36
11223,"Gravesend, Homecrest",11201,"Brooklyn Heights, DUMBO",bicycling,8.7,52
11223,"Gravesend, Homecrest",11203,"East Flatbush, Erasmus",driving,5.4,30
11223,"Gravesend, Homecrest",11203,"East Flatbush, Erasmus",bicycling,5.6,36
11223,"Gravesend, Homecrest",11204,"Bensonhurst, Mapleton",driving,1.6,8
11223,"Gravesend, Homecrest",11204,"Bensonhurst, Mapleton",bicycling,1.6,10
11223,"Gravesend, Homecrest",11205,"Fort Greene, Clinton Hill",driving,8.7,39
11223,"Gravesend, Homecrest",11205,"Fort Greene, Clinton Hill",bicycling,8.2,48
11223,"Gravesend, Homecrest",11206,"Williamsburg, Bushwick",driving,12.4,44
11223,"Gravesend, Homecrest",11206,"Williamsburg, Bushwick",bicycling,9.6,57
11223,"Gravesend, Homecrest",11207,"East New York, Cypress Hills",driving,11.4,29
11223,"Gravesend, Homecrest",11207,"East New York, Cypress Hills",bicycling,9.6,55
11223,"Gravesend, Homecrest",11208,"Cypress Hills, East New York",driving,12.3,29
11223,"Gravesend, Homecrest",11208,"Cypress Hills, East New York",bicycling,10.3,59
11223,"Gravesend, Homecrest",11209,Bay Ridge,driving,4.8,20
11223,"Gravesend, Homecrest",11209,Bay Ridge,bicycling,4.0,27
11223,"Gravesend, Homecrest",11210,"Flatbush, Midwood",driving,3.7,19
11223,"Gravesend, Homecrest",11210,"Flatbush, Midwood",bicycling,3.7,23
11223,"Gravesend, Homecrest",11211,Williamsburg,driving,10.9,35
11223,"Gravesend, Homecrest",11211,Williamsburg,bicycling,9.3,56
11223,"Gravesend, Homecrest",11212,Brownsville,driving,6.5,34
11223,"Gravesend, Homecrest",11212,Brownsville,bicycling,8.1,47
11223,"Gravesend, Homecrest",11213,Crown Heights,driving,8.0,36
11223,"Gravesend, Homecrest",11213,Crown Heights,bicycling,7.3,44
11223,"Gravesend, Homecrest",11214,"Bensonhurst, Bath Beach",driving,1.4,10
11223,"Gravesend, Homecrest",11214,"Bensonhurst, Bath Beach",bicycling,1.5,10
11223,"Gravesend, Homecrest",11215,"Park Slope, Gowanus",driving,5.6,23
11223,"Gravesend, Homecrest",11215,"Park Slope, Gowanus",bicycling,5.7,34
11223,"Gravesend, Homecrest",11216,"Bedford-Stuyvesant, Crown Heights",driving,8.3,38
11223,"Gravesend, Homecrest",11216,"Bedford-Stuyvesant, Crown Heights",bicycling,7.1,45
11223,"Gravesend, Homecrest",11217,"Park Slope, Boerum Hill",driving,6.7,29
11223,"Gravesend, Homecrest",11217,"Park Slope, Boerum Hill",bicycling,7.1,42
11223,"Gravesend, Homecrest",11218,"Windsor Terrace, Kensington",driving,3.5,19
11223,"Gravesend, Homecrest",11218,"Windsor Terrace, Kensington",bicycling,4.1,26
11223,"Gravesend, Homecrest",11219,Borough Park,driving,2.6,15
11223,"Gravesend, Homecrest",11219,Borough Park,bicycling,2.6,18
11223,"Gravesend, Homecrest",11220,"Sunset Park, Greenwood",driving,3.7,20
11223,"Gravesend, Homecrest",11220,"Sunset Park, Greenwood",bicycling,3.8,25
11223,"Gravesend, Homecrest",11221,"Bedford-Stuyvesant, Bushwick",driving,14.0,45
11223,"Gravesend, Homecrest",11221,"Bedford-Stuyvesant, Bushwick",bicycling,9.2,55
11223,"Gravesend, Homecrest",11222,Greenpoint,driving,12.8,42
11223,"Gravesend, Homecrest",11222,Greenpoint,bicycling,10.9,64
11223,"Gravesend, Homecrest",11224,Coney Island,driving,2.5,14
11223,"Gravesend, Homecrest",11224,Coney Island,bicycling,2.5,16
11223,"Gravesend, Homecrest",11225,"Prospect Lefferts Gardens, Wingate",driving,5.7,30
11223,"Gravesend, Homecrest",11225,"Prospect Lefferts Gardens, Wingate",bicycling,5.8,35
11223,"Gravesend, Homecrest",11226,Flatbush,driving,4.7,24
11223,"Gravesend, Homecrest",11226,Flatbush,bicycling,4.3,28
11223,"Gravesend, Homecrest",11228,Dyker Heights,driving,2.6,15
11223,"Gravesend, Homecrest",11228,Dyker Heights,bicycling,3.6,23
11223,"Gravesend, Homecrest",11229,"Sheepshead Bay, Madison",driving,2.2,13
11223,"Gravesend, Homecrest",11229,"Sheepshead Bay, Madison",bicycling,2.2,13
11223,"Gravesend, Homecrest",11230,Midwood,driving,2.0,11
11223,"Gravesend, Homecrest",11230,Midwood,bicycling,2.0,13
11223,"Gravesend, Homecrest",11231,"Carroll Gardens, Red Hook",driving,7.0,26
11223,"Gravesend, Homecrest",11231,"Carroll Gardens, Red Hook",bicycling,7.4,44
11223,"Gravesend, Homecrest",11232,"Sunset Park, Industry City",driving,8.6,24
11223,"Gravesend, Homecrest",11232,"Sunset Park, Industry City",bicycling,5.7,36
11223,"Gravesend, Homecrest",11233,"Bedford-Stuyvesant, Ocean Hill",driving,7.5,41
11223,"Gravesend, Homecrest",11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,8.7,51
11223,"Gravesend, Homecrest",11234,"Marine Park, Mill Basin",driving,11.1,21
11223,"Gravesend, Homecrest",11234,"Marine Park, Mill Basin",bicycling,6.2,33
11223,"Gravesend, Homecrest",11235,"Brighton Beach, Manhattan Beach",driving,4.3,14
11223,"Gravesend, Homecrest",11235,"Brighton Beach, Manhattan Beach",bicycling,3.2,18
11223,"Gravesend, Homecrest",11236,"Canarsie, Bergen Beach",driving,9.3,20
11223,"Gravesend, Homecrest",11236,"Canarsie, Bergen Beach",bicycling,6.3,36
11223,"Gravesend, Homecrest",11238,"Prospect Heights, Clinton Hill",driving,7.0,32
11223,"Gravesend, Homecrest",11238,"Prospect Heights, Clinton Hill",bicycling,7.0,41
11223,"Gravesend, Homecrest",11239,Starrett City,driving,10.9,22
11223,"Gravesend, Homecrest",11239,Starrett City,bicycling,11.1,58
11224,Coney Island,11201,"Brooklyn Heights, DUMBO",driving,15.9,34
11224,Coney Island,11201,"Brooklyn Heights, DUMBO",bicycling,11.0,64
11224,Coney Island,11203,"East Flatbush, Erasmus",driving,10.2,33
11224,Coney Island,11203,"East Flatbush, Erasmus",bicycling,7.9,49
11224,Coney Island,11204,"Bensonhurst, Mapleton",driving,4.1,20
11224,Coney Island,11204,"Bensonhurst, Mapleton",bicycling,4.1,24
11224,Coney Island,11205,"Fort Greene, Clinton Hill",driving,14.5,37
11224,Coney Island,11205,"Fort Greene, Clinton Hill",bicycling,10.5,61
11224,Coney Island,11206,"Williamsburg, Bushwick",driving,16.2,42
11224,Coney Island,11206,"Williamsburg, Bushwick",bicycling,12.0,70
11224,Coney Island,11207,"East New York, Cypress Hills",driving,11.3,27
11224,Coney Island,11207,"East New York, Cypress Hills",bicycling,11.6,60
11224,Coney Island,11208,"Cypress Hills, East New York",driving,12.3,27
11224,Coney Island,11208,"Cypress Hills, East New York",bicycling,12.7,65
11224,Coney Island,11209,Bay Ridge,driving,5.0,17
11224,Coney Island,11209,Bay Ridge,bicycling,5.9,33
11224,Coney Island,11210,"Flatbush, Midwood",driving,9.0,25
11224,Coney Island,11210,"Flatbush, Midwood",bicycling,6.0,36
11224,Coney Island,11211,Williamsburg,driving,14.8,33
11224,Coney Island,11211,Williamsburg,bicycling,11.6,69
11224,Coney Island,11212,Brownsville,driving,11.7,33
11224,Coney Island,11212,Brownsville,bicycling,10.4,60
11224,Coney Island,11213,Crown Heights,driving,14.2,39
11224,Coney Island,11213,Crown Heights,bicycling,9.6,57
11224,Coney Island,11214,"Bensonhurst, Bath Beach",driving,2.7,14
11224,Coney Island,11214,"Bensonhurst, Bath Beach",bicycling,2.7,16
11224,Coney Island,11215,"Park Slope, Gowanus",driving,11.7,27
11224,Coney Island,11215,"Park Slope, Gowanus",bicycling,8.0,47
11224,Coney Island,11216,"Bedford-Stuyvesant, Crown Heights",driving,14.4,41
11224,Coney Island,11216,"Bedford-Stuyvesant, Crown Heights",bicycling,9.4,58
11224,Coney Island,11217,"Park Slope, Boerum Hill",driving,10.9,32
11224,Coney Island,11217,"Park Slope, Boerum Hill",bicycling,9.5,55
11224,Coney Island,11218,"Windsor Terrace, Kensington",driving,11.0,22
11224,Coney Island,11218,"Windsor Terrace, Kensington",bicycling,6.4,39
11224,Coney Island,11219,Borough Park,driving,5.4,24
11224,Coney Island,11219,Borough Park,bicycling,4.9,30
11224,Coney Island,11220,"Sunset Park, Greenwood",driving,7.7,19
11224,Coney Island,11220,"Sunset Park, Greenwood",bicycling,6.1,37
11224,Coney Island,11221,"Bedford-Stuyvesant, Bushwick",driving,14.0,43
11224,Coney Island,11221,"Bedford-Stuyvesant, Bushwick",bicycling,11.5,68
11224,Coney Island,11222,Greenpoint,driving,16.6,40
11224,Coney Island,11222,Greenpoint,bicycling,13.2,77
11224,Coney Island,11223,"Gravesend, Homecrest",driving,2.5,15
11224,Coney Island,11223,"Gravesend, Homecrest",bicycling,2.4,15
11224,Coney Island,11225,"Prospect Lefferts Gardens, Wingate",driving,13.1,36
11224,Coney Island,11225,"Prospect Lefferts Gardens, Wingate",bicycling,8.1,48
11224,Coney Island,11226,Flatbush,driving,10.2,32
11224,Coney Island,11226,Flatbush,bicycling,6.6,41
11224,Coney Island,11228,Dyker Heights,driving,4.0,14
11224,Coney Island,11228,Dyker Heights,bicycling,4.9,28
11224,Coney Island,11229,"Sheepshead Bay, Madison",driving,4.2,17
11224,Coney Island,11229,"Sheepshead Bay, Madison",bicycling,3.4,20
11224,Coney Island,11230,Midwood,driving,4.3,21
11224,Coney Island,11230,Midwood,bicycling,4.3,26
11224,Coney Island,11231,"Carroll Gardens, Red Hook",driving,11.2,24
11224,Coney Island,11231,"Carroll Gardens, Red Hook",bicycling,9.7,57
