Origin ZIP,Origin Neighborhood,Destination ZIP,Destination Neighborhood,Mode,Distance (mi),Duration (min)
11210,"Flatbush, Midwood",11234,"Marine Park, Mill Basin",driving,6.3,22
11210,"Flatbush, Midwood",11234,"Marine Park, Mill Basin",bicycling,4.2,24
11210,"Flatbush, Midwood",11235,"Brighton Beach, Manhattan Beach",driving,3.2,16
11210,"Flatbush, Midwood",11235,"Brighton Beach, Manhattan Beach",bicycling,3.5,21
11210,"Flatbush, Midwood",11236,"Canarsie, Bergen Beach",driving,3.4,18
11210,"Flatbush, Midwood",11236,"Canarsie, Bergen Beach",bicycling,3.4,20
11210,"Flatbush, Midwood",11238,"Prospect Heights, Clinton Hill",driving,4.7,26
11210,"Flatbush, Midwood",11238,"Prospect Heights, Clinton Hill",bicycling,4.7,28
11210,"Flatbush, Midwood",11239,Starrett City,driving,8.6,22
11210,"Flatbush, Midwood",11239,Starrett City,bicycling,6.4,33
11211,Williamsburg,11201,"Brooklyn Heights, DUMBO",driving,5.7,19
11211,Williamsburg,11201,"Brooklyn Heights, DUMBO",bicycling,2.4,17
11211,Williamsburg,11203,"East Flatbush, Erasmus",driving,5.4,31
11211,Williamsburg,11203,"East Flatbush, Erasmus",bicycling,5.0,32
11211,Williamsburg,11204,"Bensonhurst, Mapleton",driving,12.2,35
11211,Williamsburg,11204,"Bensonhurst, Mapleton",bicycling,8.2,50
11211,Williamsburg,11205,"Fort Greene, Clinton Hill",driving,3.4,12
11211,Williamsburg,11205,"Fort Greene, Clinton Hill",bicycling,1.6,10
11211,Williamsburg,11206,"Williamsburg, Bushwick",driving,1.5,9
11211,Williamsburg,11206,"Williamsburg, Bushwick",bicycling,1.3,7
11211,Williamsburg,11207,"East New York, Cypress Hills",driving,15.3,29
11211,Williamsburg,11207,"East New York, Cypress Hills",bicycling,6.5,39
11211,Williamsburg,11208,"Cypress Hills, East New York",driving,10.6,32
11211,Williamsburg,11208,"Cypress Hills, East New York",bicycling,6.6,42
11211,Williamsburg,11209,Bay Ridge,driving,12.0,30
11211,Williamsburg,11209,Bay Ridge,bicycling,8.5,52
11211,Williamsburg,11210,"Flatbush, Midwood",driving,12.0,39
11211,Williamsburg,11210,"Flatbush, Midwood",bicycling,7.1,44
11211,Williamsburg,11212,Brownsville,driving,5.1,30
11211,Williamsburg,11212,Brownsville,bicycling,5.1,32
11211,Williamsburg,11213,Crown Heights,driving,3.5,20
11211,Williamsburg,11213,Crown Heights,bicycling,3.3,22
11211,Williamsburg,11214,"Bensonhurst, Bath Beach",driving,13.0,35
11211,Williamsburg,11214,"Bensonhurst, Bath Beach",bicycling,9.2,55
11211,Williamsburg,11215,"Park Slope, Gowanus",driving,6.6,27
11211,Williamsburg,11215,"Park Slope, Gowanus",bicycling,4.0,29
11211,Williamsburg,11216,"Bedford-Stuyvesant, Crown Heights",driving,3.1,20
11211,Williamsburg,11216,"Bedford-Stuyvesant, Crown Heights",bicycling,2.8,20
11211,Williamsburg,11217,"Park Slope, Boerum Hill",driving,5.4,20
11211,Williamsburg,11217,"Park Slope, Boerum Hill",bicycling,3.1,22
11211,Williamsburg,11218,"Windsor Terrace, Kensington",driving,9.0,24
11211,Williamsburg,11218,"Windsor Terrace, Kensington",bicycling,5.7,36
11211,Williamsburg,11219,Borough Park,driving,11.9,34
11211,Williamsburg,11219,Borough Park,bicycling,7.3,45
11211,Williamsburg,11220,"Sunset Park, Greenwood",driving,10.4,26
11211,Williamsburg,11220,"Sunset Park, Greenwood",bicycling,6.8,43
11211,Williamsburg,11221,"Bedford-Stuyvesant, Bushwick",driving,2.8,18
11211,Williamsburg,11221,"Bedford-Stuyvesant, Bushwick",bicycling,2.8,18
11211,Williamsburg,11222,Greenpoint,driving,1.9,7
11211,Williamsburg,11222,Greenpoint,bicycling,2.0,11
11211,Williamsburg,11223,"Gravesend, Homecrest",driving,13.2,40
11211,Williamsburg,11223,"Gravesend, Homecrest",bicycling,9.6,58
11211,Williamsburg,11224,Coney Island,driving,16.7,35
11211,Williamsburg,11224,Coney Island,bicycling,11.6,70
11211,Williamsburg,11225,"Prospect Lefferts Gardens, Wingate",driving,5.6,26
11211,Williamsburg,11225,"Prospect Lefferts Gardens, Wingate",bicycling,3.8,25
11211,Williamsburg,11226,Flatbush,driving,5.3,34
11211,Williamsburg,11226,Flatbush,bicycling,5.2,33
11211,Williamsburg,11228,Dyker Heights,driving,11.9,28
11211,Williamsburg,11228,Dyker Heights,bicycling,9.5,56
11211,Williamsburg,11229,"Sheepshead Bay, Madison",driving,19.4,42
11211,Williamsburg,11229,"Sheepshead Bay, Madison",bicycling,8.5,53
11211,Williamsburg,11230,Midwood,driving,11.6,33
11211,Williamsburg,11230,Midwood,bicycling,8.1,49
11211,Williamsburg,11231,"Carroll Gardens, Red Hook",driving,7.4,23
11211,Williamsburg,11231,"Carroll Gardens, Red Hook",bicycling,5.2,29
11211,Williamsburg,11232,"Sunset Park, Industry City",driving,8.4,25
11211,Williamsburg,11232,"Sunset Park, Industry City",bicycling,5.6,37
11211,Williamsburg,11233,"Bedford-Stuyvesant, Ocean Hill",driving,3.4,23
11211,Williamsburg,11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,3.7,23
11211,Williamsburg,11234,"Marine Park, Mill Basin",driving,21.1,34
11211,Williamsburg,11234,"Marine Park, Mill Basin",bicycling,11.5,65
11211,Williamsburg,11235,"Brighton Beach, Manhattan Beach",driving,19.5,37
11211,Williamsburg,11235,"Brighton Beach, Manhattan Beach",bicycling,9.5,58
11211,Williamsburg,11236,"Canarsie, Bergen Beach",driving,19.2,35
11211,Williamsburg,11236,"Canarsie, Bergen Beach",bicycling,7.5,46
11211,Williamsburg,11238,"Prospect Heights, Clinton Hill",driving,4.6,18
11211,Williamsburg,11238,"Prospect Heights, Clinton Hill",bicycling,3.0,20
11211,Williamsburg,11239,Starrett City,driving,17.2,32
11211,Williamsburg,11239,Starrett City,bicycling,8.2,49
11212,Brownsville,11201,"Brooklyn Heights, DUMBO",driving,8.4,38
11212,Brownsville,11201,"Brooklyn Heights, DUMBO",bicycling,5.8,35
11212,Brownsville,11203,"East Flatbush, Erasmus",driving,1.6,11
11212,Brownsville,11203,"East Flatbush, Erasmus",bicycling,1.7,10
11212,Brownsville,11204,"Bensonhurst, Mapleton",driving,6.1,33
11212,Brownsville,11204,"Bensonhurst, Mapleton",bicycling,7.0,40
11212,Brownsville,11205,"Fort Greene, Clinton Hill",driving,4.2,22
11212,Brownsville,11205,"Fort Greene, Clinton Hill",bicycling,4.2,27
11212,Brownsville,11206,"Williamsburg, Bushwick",driving,3.9,26
11212,Brownsville,11206,"Williamsburg, Bushwick",bicycling,4.5,29
11212,Brownsville,11207,"East New York, Cypress Hills",driving,1.6,9
11212,Brownsville,11207,"East New York, Cypress Hills",bicycling,1.6,8
11212,Brownsville,11208,"Cypress Hills, East New York",driving,2.9,17
11212,Brownsville,11208,"Cypress Hills, East New York",bicycling,2.9,15
11212,Brownsville,11209,Bay Ridge,driving,14.8,37
11212,Brownsville,11209,Bay Ridge,bicycling,9.4,54
11212,Brownsville,11210,"Flatbush, Midwood",driving,3.4,17
11212,Brownsville,11210,"Flatbush, Midwood",bicycling,4.3,25
11212,Brownsville,11211,Williamsburg,driving,5.7,28
11212,Brownsville,11211,Williamsburg,bicycling,5.0,32
11212,Brownsville,11213,Crown Heights,driving,2.4,13
11212,Brownsville,11213,Crown Heights,bicycling,1.9,12
11212,Brownsville,11214,"Bensonhurst, Bath Beach",driving,12.5,33
11212,Brownsville,11214,"Bensonhurst, Bath Beach",bicycling,8.1,46
11212,Brownsville,11215,"Park Slope, Gowanus",driving,4.6,24
11212,Brownsville,11215,"Park Slope, Gowanus",bicycling,4.4,27
11212,Brownsville,11216,"Bedford-Stuyvesant, Crown Heights",driving,3.2,18
11212,Brownsville,11216,"Bedford-Stuyvesant, Crown Heights",bicycling,3.1,19
11212,Brownsville,11217,"Park Slope, Boerum Hill",driving,4.4,24
11212,Brownsville,11217,"Park Slope, Boerum Hill",bicycling,4.4,27
11212,Brownsville,11218,"Windsor Terrace, Kensington",driving,3.9,26
11212,Brownsville,11218,"Windsor Terrace, Kensington",bicycling,4.5,26
11212,Brownsville,11219,Borough Park,driving,5.6,36
11212,Brownsville,11219,Borough Park,bicycling,6.1,35
11212,Brownsville,11220,"Sunset Park, Greenwood",driving,8.3,36
11212,Brownsville,11220,"Sunset Park, Greenwood",bicycling,7.3,43
11212,Brownsville,11221,"Bedford-Stuyvesant, Bushwick",driving,2.6,16
11212,Brownsville,11221,"Bedford-Stuyvesant, Bushwick",bicycling,2.5,17
11212,Brownsville,11222,Greenpoint,driving,7.5,35
11212,Brownsville,11222,Greenpoint,bicycling,6.2,37
11212,Brownsville,11223,"Gravesend, Homecrest",driving,6.7,35
11212,Brownsville,11223,"Gravesend, Homecrest",bicycling,8.5,49
11212,Brownsville,11224,Coney Island,driving,11.5,31
11212,Brownsville,11224,Coney Island,bicycling,10.4,61
11212,Brownsville,11225,"Prospect Lefferts Gardens, Wingate",driving,2.5,16
11212,Brownsville,11225,"Prospect Lefferts Gardens, Wingate",bicycling,2.6,15
11212,Brownsville,11226,Flatbush,driving,2.9,17
11212,Brownsville,11226,Flatbush,bicycling,3.0,18
11212,Brownsville,11228,Dyker Heights,driving,13.8,34
11212,Brownsville,11228,Dyker Heights,bicycling,8.3,47
11212,Brownsville,11229,"Sheepshead Bay, Madison",driving,5.2,25
11212,Brownsville,11229,"Sheepshead Bay, Madison",bicycling,6.0,34
11212,Brownsville,11230,Midwood,driving,5.1,27
11212,Brownsville,11230,Midwood,bicycling,6.9,40
11212,Brownsville,11231,"Carroll Gardens, Red Hook",driving,6.6,33
11212,Brownsville,11231,"Carroll Gardens, Red Hook",bicycling,6.1,37
11212,Brownsville,11232,"Sunset Park, Industry City",driving,6.6,32
11212,Brownsville,11232,"Sunset Park, Industry City",bicycling,6.5,39
11212,Brownsville,11233,"Bedford-Stuyvesant, Ocean Hill",driving,1.6,12
11212,Brownsville,11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,1.6,11
11212,Brownsville,11234,"Marine Park, Mill Basin",driving,5.6,20
11212,Brownsville,11234,"Marine Park, Mill Basin",bicycling,7.8,39
11212,Brownsville,11235,"Brighton Beach, Manhattan Beach",driving,8.3,25
11212,Brownsville,11235,"Brighton Beach, Manhattan Beach",bicycling,10.0,51
11212,Brownsville,11236,"Canarsie, Bergen Beach",driving,3.0,15
11212,Brownsville,11236,"Canarsie, Bergen Beach",bicycling,2.4,15
11212,Brownsville,11238,"Prospect Heights, Clinton Hill",driving,3.8,20
11212,Brownsville,11238,"Prospect Heights, Clinton Hill",bicycling,3.6,22
11212,Brownsville,11239,Starrett City,driving,3.4,17
11212,Brownsville,11239,Starrett City,bicycling,3.4,18
11213,Crown Heights,11201,"Brooklyn Heights, DUMBO",driving,6.8,30
11213,Crown Heights,11201,"Brooklyn Heights, DUMBO",bicycling,4.0,23
11213,Crown Heights,11203,"East Flatbush, Erasmus",driving,1.8,12
11213,Crown Heights,11203,"East Flatbush, Erasmus",bicycling,1.8,10
11213,Crown Heights,11204,"Bensonhurst, Mapleton",driving,6.2,32
11213,Crown Heights,11204,"Bensonhurst, Mapleton",bicycling,6.1,34
11213,Crown Heights,11205,"Fort Greene, Clinton Hill",driving,2.3,13
11213,Crown Heights,11205,"Fort Greene, Clinton Hill",bicycling,2.3,13
11213,Crown Heights,11206,"Williamsburg, Bushwick",driving,2.6,17
11213,Crown Heights,11206,"Williamsburg, Bushwick",bicycling,2.6,17
11213,Crown Heights,11207,"East New York, Cypress Hills",driving,3.6,18
11213,Crown Heights,11207,"East New York, Cypress Hills",bicycling,3.2,17
11213,Crown Heights,11208,"Cypress Hills, East New York",driving,4.3,22
11213,Crown Heights,11208,"Cypress Hills, East New York",bicycling,3.9,21
11213,Crown Heights,11209,Bay Ridge,driving,8.6,33
11213,Crown Heights,11209,Bay Ridge,bicycling,7.9,45
11213,Crown Heights,11210,"Flatbush, Midwood",driving,3.4,20
11213,Crown Heights,11210,"Flatbush, Midwood",bicycling,3.4,20
11213,Crown Heights,11211,Williamsburg,driving,3.7,19
11213,Crown Heights,11211,Williamsburg,bicycling,3.2,20
11213,Crown Heights,11212,Brownsville,driving,1.8,11
11213,Crown Heights,11212,Brownsville,bicycling,1.7,9
11213,Crown Heights,11214,"Bensonhurst, Bath Beach",driving,9.6,38
11213,Crown Heights,11214,"Bensonhurst, Bath Beach",bicycling,7.1,40
11213,Crown Heights,11215,"Park Slope, Gowanus",driving,3.0,16
11213,Crown Heights,11215,"Park Slope, Gowanus",bicycling,3.0,18
11213,Crown Heights,11216,"Bedford-Stuyvesant, Crown Heights",driving,1.2,8
11213,Crown Heights,11216,"Bedford-Stuyvesant, Crown Heights",bicycling,1.2,7
11213,Crown Heights,11217,"Park Slope, Boerum Hill",driving,2.8,16
11213,Crown Heights,11217,"Park Slope, Boerum Hill",bicycling,2.6,15
11213,Crown Heights,11218,"Windsor Terrace, Kensington",driving,4.0,20
11213,Crown Heights,11218,"Windsor Terrace, Kensington",bicycling,3.5,21
11213,Crown Heights,11219,Borough Park,driving,5.2,30
11213,Crown Heights,11219,Borough Park,bicycling,5.1,30
11213,Crown Heights,11220,"Sunset Park, Greenwood",driving,7.1,29
11213,Crown Heights,11220,"Sunset Park, Greenwood",bicycling,5.8,33
11213,Crown Heights,11221,"Bedford-Stuyvesant, Bushwick",driving,2.4,14
11213,Crown Heights,11221,"Bedford-Stuyvesant, Bushwick",bicycling,2.2,14
11213,Crown Heights,11222,Greenpoint,driving,5.6,26
11213,Crown Heights,11222,Greenpoint,bicycling,4.3,25
11213,Crown Heights,11223,"Gravesend, Homecrest",driving,7.4,37
11213,Crown Heights,11223,"Gravesend, Homecrest",bicycling,7.5,43
11213,Crown Heights,11224,Coney Island,driving,13.0,38
11213,Crown Heights,11224,Coney Island,bicycling,9.5,55
11213,Crown Heights,11225,"Prospect Lefferts Gardens, Wingate",driving,1.5,10
11213,Crown Heights,11225,"Prospect Lefferts Gardens, Wingate",bicycling,1.5,9
11213,Crown Heights,11226,Flatbush,driving,2.5,15
11213,Crown Heights,11226,Flatbush,bicycling,2.9,17
11213,Crown Heights,11228,Dyker Heights,driving,8.5,31
11213,Crown Heights,11228,Dyker Heights,bicycling,7.3,42
11213,Crown Heights,11229,"Sheepshead Bay, Madison",driving,6.4,30
11213,Crown Heights,11229,"Sheepshead Bay, Madison",bicycling,6.2,37
11213,Crown Heights,11230,Midwood,driving,5.6,30
11213,Crown Heights,11230,Midwood,bicycling,6.0,34
11213,Crown Heights,11231,"Carroll Gardens, Red Hook",driving,5.0,27
11213,Crown Heights,11231,"Carroll Gardens, Red Hook",bicycling,4.9,27
11213,Crown Heights,11232,"Sunset Park, Industry City",driving,5.2,26
11213,Crown Heights,11232,"Sunset Park, Industry City",bicycling,5.1,30
11213,Crown Heights,11233,"Bedford-Stuyvesant, Ocean Hill",driving,1.7,11
11213,Crown Heights,11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,1.7,9
11213,Crown Heights,11234,"Marine Park, Mill Basin",driving,7.1,26
11213,Crown Heights,11234,"Marine Park, Mill Basin",bicycling,8.3,43
11213,Crown Heights,11235,"Brighton Beach, Manhattan Beach",driving,9.7,32
11213,Crown Heights,11235,"Brighton Beach, Manhattan Beach",bicycling,7.2,43
11213,Crown Heights,11236,"Canarsie, Bergen Beach",driving,4.3,21
11213,Crown Heights,11236,"Canarsie, Bergen Beach",bicycling,4.2,24
11213,Crown Heights,11238,"Prospect Heights, Clinton Hill",driving,1.8,12
11213,Crown Heights,11238,"Prospect Heights, Clinton Hill",bicycling,1.8,11
11213,Crown Heights,11239,Starrett City,driving,4.9,23
11213,Crown Heights,11239,Starrett City,bicycling,4.9,27
11214,"Bensonhurst, Bath Beach",11201,"Brooklyn Heights, DUMBO",driving,12.0,32
11214,"Bensonhurst, Bath Beach",11201,"Brooklyn Heights, DUMBO",bicycling,8.3,47
11214,"Bensonhurst, Bath Beach",11203,"East Flatbush, Erasmus",driving,6.2,35
11214,"Bensonhurst, Bath Beach",11203,"East Flatbush, Erasmus",bicycling,5.7,33
11214,"Bensonhurst, Bath Beach",11204,"Bensonhurst, Mapleton",driving,1.4,9
11214,"Bensonhurst, Bath Beach",11204,"Bensonhurst, Mapleton",bicycling,1.4,8
11214,"Bensonhurst, Bath Beach",11205,"Fort Greene, Clinton Hill",driving,10.7,34
11214,"Bensonhurst, Bath Beach",11205,"Fort Greene, Clinton Hill",bicycling,8.2,47
11214,"Bensonhurst, Bath Beach",11206,"Williamsburg, Bushwick",driving,12.4,39
11214,"Bensonhurst, Bath Beach",11206,"Williamsburg, Bushwick",bicycling,9.6,56
11214,"Bensonhurst, Bath Beach",11207,"East New York, Cypress Hills",driving,12.5,29
11214,"Bensonhurst, Bath Beach",11207,"East New York, Cypress Hills",bicycling,8.1,47
11214,"Bensonhurst, Bath Beach",11208,"Cypress Hills, East New York",driving,13.4,29
11214,"Bensonhurst, Bath Beach",11208,"Cypress Hills, East New York",bicycling,10.3,57
11214,"Bensonhurst, Bath Beach",11209,Bay Ridge,driving,2.4,15
11214,"Bensonhurst, Bath Beach",11209,Bay Ridge,bicycling,2.4,15
11214,"Bensonhurst, Bath Beach",11210,"Flatbush, Midwood",driving,3.9,24
11214,"Bensonhurst, Bath Beach",11210,"Flatbush, Midwood",bicycling,3.8,22
11214,"Bensonhurst, Bath Beach",11211,Williamsburg,driving,10.9,31
11214,"Bensonhurst, Bath Beach",11211,Williamsburg,bicycling,9.3,55
11214,"Bensonhurst, Bath Beach",11212,Brownsville,driving,12.9,35
11214,"Bensonhurst, Bath Beach",11212,Brownsville,bicycling,8.1,46
11214,"Bensonhurst, Bath Beach",11213,Crown Heights,driving,10.3,37
11214,"Bensonhurst, Bath Beach",11213,Crown Heights,bicycling,7.2,42
11214,"Bensonhurst, Bath Beach",11215,"Park Slope, Gowanus",driving,7.9,24
11214,"Bensonhurst, Bath Beach",11215,"Park Slope, Gowanus",bicycling,5.7,33
11214,"Bensonhurst, Bath Beach",11216,"Bedford-Stuyvesant, Crown Heights",driving,10.6,38
11214,"Bensonhurst, Bath Beach",11216,"Bedford-Stuyvesant, Crown Heights",bicycling,7.1,43
11214,"Bensonhurst, Bath Beach",11217,"Park Slope, Boerum Hill",driving,7.1,30
11214,"Bensonhurst, Bath Beach",11217,"Park Slope, Boerum Hill",bicycling,6.9,38
11214,"Bensonhurst, Bath Beach",11218,"Windsor Terrace, Kensington",driving,7.2,19
11214,"Bensonhurst, Bath Beach",11218,"Windsor Terrace, Kensington",bicycling,3.6,20
11214,"Bensonhurst, Bath Beach",11219,Borough Park,driving,2.0,13
11214,"Bensonhurst, Bath Beach",11219,Borough Park,bicycling,2.0,12
11214,"Bensonhurst, Bath Beach",11220,"Sunset Park, Greenwood",driving,3.8,15
11214,"Bensonhurst, Bath Beach",11220,"Sunset Park, Greenwood",bicycling,3.2,20
11214,"Bensonhurst, Bath Beach",11221,"Bedford-Stuyvesant, Bushwick",driving,15.2,45
11214,"Bensonhurst, Bath Beach",11221,"Bedford-Stuyvesant, Bushwick",bicycling,9.2,54
11214,"Bensonhurst, Bath Beach",11222,Greenpoint,driving,12.8,38
11214,"Bensonhurst, Bath Beach",11222,Greenpoint,bicycling,10.9,63
11214,"Bensonhurst, Bath Beach",11223,"Gravesend, Homecrest",driving,1.5,10
11214,"Bensonhurst, Bath Beach",11223,"Gravesend, Homecrest",bicycling,1.5,8
11214,"Bensonhurst, Bath Beach",11224,Coney Island,driving,2.7,13
11214,"Bensonhurst, Bath Beach",11224,Coney Island,bicycling,2.8,17
11214,"Bensonhurst, Bath Beach",11225,"Prospect Lefferts Gardens, Wingate",driving,5.8,33
11214,"Bensonhurst, Bath Beach",11225,"Prospect Lefferts Gardens, Wingate",bicycling,5.8,33
11214,"Bensonhurst, Bath Beach",11226,Flatbush,driving,4.6,27
11214,"Bensonhurst, Bath Beach",11226,Flatbush,bicycling,4.3,26
11214,"Bensonhurst, Bath Beach",11228,Dyker Heights,driving,1.1,7
11214,"Bensonhurst, Bath Beach",11228,Dyker Heights,bicycling,2.0,11
11214,"Bensonhurst, Bath Beach",11229,"Sheepshead Bay, Madison",driving,5.4,19
11214,"Bensonhurst, Bath Beach",11229,"Sheepshead Bay, Madison",bicycling,3.4,20
11214,"Bensonhurst, Bath Beach",11230,Midwood,driving,2.5,16
11214,"Bensonhurst, Bath Beach",11230,Midwood,bicycling,2.5,15
11214,"Bensonhurst, Bath Beach",11231,"Carroll Gardens, Red Hook",driving,7.4,22
11214,"Bensonhurst, Bath Beach",11231,"Carroll Gardens, Red Hook",bicycling,7.3,41
11214,"Bensonhurst, Bath Beach",11232,"Sunset Park, Industry City",driving,4.7,19
11214,"Bensonhurst, Bath Beach",11232,"Sunset Park, Industry City",bicycling,4.9,29
11214,"Bensonhurst, Bath Beach",11233,"Bedford-Stuyvesant, Ocean Hill",driving,14.7,41
11214,"Bensonhurst, Bath Beach",11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,8.7,50
11214,"Bensonhurst, Bath Beach",11234,"Marine Park, Mill Basin",driving,12.3,21
11214,"Bensonhurst, Bath Beach",11234,"Marine Park, Mill Basin",bicycling,6.9,37
11214,"Bensonhurst, Bath Beach",11235,"Brighton Beach, Manhattan Beach",driving,5.4,15
11214,"Bensonhurst, Bath Beach",11235,"Brighton Beach, Manhattan Beach",bicycling,4.0,23
11214,"Bensonhurst, Bath Beach",11236,"Canarsie, Bergen Beach",driving,10.4,21
11214,"Bensonhurst, Bath Beach",11236,"Canarsie, Bergen Beach",bicycling,6.9,39
11214,"Bensonhurst, Bath Beach",11238,"Prospect Heights, Clinton Hill",driving,9.4,33
11214,"Bensonhurst, Bath Beach",11238,"Prospect Heights, Clinton Hill",bicycling,7.0,40
11214,"Bensonhurst, Bath Beach",11239,Starrett City,driving,12.0,22
11214,"Bensonhurst, Bath Beach",11239,Starrett City,bicycling,11.8,62
11215,"Park Slope, Gowanus",11201,"Brooklyn Heights, DUMBO",driving,5.4,26
11215,"Park Slope, Gowanus",11201,"Brooklyn Heights, DUMBO",bicycling,2.9,17
11215,"Park Slope, Gowanus",11203,"East Flatbush, Erasmus",driving,4.1,22
11215,"Park Slope, Gowanus",11203,"East Flatbush, Erasmus",bicycling,4.0,22
11215,"Park Slope, Gowanus",11204,"Bensonhurst, Mapleton",driving,4.7,22
11215,"Park Slope, Gowanus",11204,"Bensonhurst, Mapleton",bicycling,4.7,25
11215,"Park Slope, Gowanus",11205,"Fort Greene, Clinton Hill",driving,3.4,18
11215,"Park Slope, Gowanus",11205,"Fort Greene, Clinton Hill",bicycling,2.8,17
11215,"Park Slope, Gowanus",11206,"Williamsburg, Bushwick",driving,4.7,27
11215,"Park Slope, Gowanus",11206,"Williamsburg, Bushwick",bicycling,4.3,26
11215,"Park Slope, Gowanus",11207,"East New York, Cypress Hills",driving,5.8,29
11215,"Park Slope, Gowanus",11207,"East New York, Cypress Hills",bicycling,5.5,31
11215,"Park Slope, Gowanus",11208,"Cypress Hills, East New York",driving,6.5,33
11215,"Park Slope, Gowanus",11208,"Cypress Hills, East New York",bicycling,6.2,34
11215,"Park Slope, Gowanus",11209,Bay Ridge,driving,5.9,20
11215,"Park Slope, Gowanus",11209,Bay Ridge,bicycling,5.3,30
11215,"Park Slope, Gowanus",11210,"Flatbush, Midwood",driving,4.5,25
11215,"Park Slope, Gowanus",11210,"Flatbush, Midwood",bicycling,4.7,25
11215,"Park Slope, Gowanus",11211,Williamsburg,driving,4.3,20
11215,"Park Slope, Gowanus",11211,Williamsburg,bicycling,3.9,24
11215,"Park Slope, Gowanus",11212,Brownsville,driving,4.0,22
11215,"Park Slope, Gowanus",11212,Brownsville,bicycling,4.1,24
11215,"Park Slope, Gowanus",11213,Crown Heights,driving,2.8,15
11215,"Park Slope, Gowanus",11213,Crown Heights,bicycling,2.8,17
11215,"Park Slope, Gowanus",11214,"Bensonhurst, Bath Beach",driving,6.9,25
11215,"Park Slope, Gowanus",11214,"Bensonhurst, Bath Beach",bicycling,5.7,31
11215,"Park Slope, Gowanus",11216,"Bedford-Stuyvesant, Crown Heights",driving,3.0,17
11215,"Park Slope, Gowanus",11216,"Bedford-Stuyvesant, Crown Heights",bicycling,2.6,16
11215,"Park Slope, Gowanus",11217,"Park Slope, Boerum Hill",driving,1.3,10
11215,"Park Slope, Gowanus",11217,"Park Slope, Boerum Hill",bicycling,1.3,7
11215,"Park Slope, Gowanus",11218,"Windsor Terrace, Kensington",driving,1.7,9
11215,"Park Slope, Gowanus",11218,"Windsor Terrace, Kensington",bicycling,2.2,12
11215,"Park Slope, Gowanus",11219,Borough Park,driving,3.4,20
11215,"Park Slope, Gowanus",11219,Borough Park,bicycling,3.7,21
11215,"Park Slope, Gowanus",11220,"Sunset Park, Greenwood",driving,4.4,16
11215,"Park Slope, Gowanus",11220,"Sunset Park, Greenwood",bicycling,3.2,18
11215,"Park Slope, Gowanus",11221,"Bedford-Stuyvesant, Bushwick",driving,4.9,27
11215,"Park Slope, Gowanus",11221,"Bedford-Stuyvesant, Bushwick",bicycling,3.9,23
11215,"Park Slope, Gowanus",11222,Greenpoint,driving,6.2,27
11215,"Park Slope, Gowanus",11222,Greenpoint,bicycling,5.6,33
11215,"Park Slope, Gowanus",11223,"Gravesend, Homecrest",driving,5.9,27
11215,"Park Slope, Gowanus",11223,"Gravesend, Homecrest",bicycling,6.1,34
11215,"Park Slope, Gowanus",11224,Coney Island,driving,10.6,25
11215,"Park Slope, Gowanus",11224,Coney Island,bicycling,8.1,46
11215,"Park Slope, Gowanus",11225,"Prospect Lefferts Gardens, Wingate",driving,2.0,13
11215,"Park Slope, Gowanus",11225,"Prospect Lefferts Gardens, Wingate",bicycling,2.1,11
11215,"Park Slope, Gowanus",11226,Flatbush,driving,3.1,19
11215,"Park Slope, Gowanus",11226,Flatbush,bicycling,3.3,18
11215,"Park Slope, Gowanus",11228,Dyker Heights,driving,5.8,18
11215,"Park Slope, Gowanus",11228,Dyker Heights,bicycling,5.8,33
11215,"Park Slope, Gowanus",11229,"Sheepshead Bay, Madison",driving,6.7,31
11215,"Park Slope, Gowanus",11229,"Sheepshead Bay, Madison",bicycling,6.5,36
11215,"Park Slope, Gowanus",11230,Midwood,driving,4.4,20
11215,"Park Slope, Gowanus",11230,Midwood,bicycling,4.6,25
11215,"Park Slope, Gowanus",11231,"Carroll Gardens, Red Hook",driving,2.2,15
11215,"Park Slope, Gowanus",11231,"Carroll Gardens, Red Hook",bicycling,2.0,12
11215,"Park Slope, Gowanus",11232,"Sunset Park, Industry City",driving,2.3,14
11215,"Park Slope, Gowanus",11232,"Sunset Park, Industry City",bicycling,2.4,15
11215,"Park Slope, Gowanus",11233,"Bedford-Stuyvesant, Ocean Hill",driving,4.2,24
11215,"Park Slope, Gowanus",11233,"Bedford-Stuyvesant, Ocean Hill",bicycling,4.1,23
11215,"Park Slope, Gowanus",11234,"Marine Park, Mill Basin",driving,20.2,34
11215,"Park Slope, Gowanus",11234,"Marine Park, Mill Basin",bicycling,9.0,49
11215,"Park Slope, Gowanus",11235,"Brighton Beach, Manhattan Beach",driving,13.4,27
11215,"Park Slope, Gowanus",11235,"Brighton Beach, Manhattan Beach",bicycling,7.5,42
11215,"Park Slope, Gowanus",11236,"Canarsie, Bergen Beach",driving,6.5,32
11215,"Park Slope, Gowanus",11236,"Canarsie, Bergen Beach",bicycling,6.5,37
11215,"Park Slope, Gowanus",11238,"Prospect Heights, Clinton Hill",driving,1.8,11
11215,"Park Slope, Gowanus",11238,"Prospect Heights, Clinton Hill",bicycling,1.6,9
11215,"Park Slope, Gowanus",11239,Starrett City,driving,7.1,35
